movieId,title,genres,budget,runtime,release_year,is_sequel,avg_critic_score,director_id,production_cost,has_subtitles,genre_Action,genre_Adventure,genre_Animation,genre_Children,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Horror,genre_Sci-Fi,genre_Thriller
698,Movie 698 (2024),Horror,2000000,110,2019,0,3.0,101,630000,1,0,0,0,0,0,0,0,0,0,1,0,0
699,Movie 699 (2024),Horror|Comedy|Adventure,49000000,178,1994,0,2.0,336,1460000,0,0,1,0,0,1,0,0,0,0,1,0,0
700,Movie 700 (2024),Horror,15000000,138,2014,0,3.9,120,3650000,0,0,0,0,0,0,0,0,0,0,1,0,0
701,Movie 701 (2024),Action|Children|Crime,134000000,137,1997,0,7.1,295,2060000,1,1,0,0,1,0,1,0,0,0,0,0,0
702,Movie 702 (2024),Animation,123000000,109,2009,0,9.7,269,3090000,1,0,0,1,0,0,0,0,0,0,0,0,0
703,Movie 703 (2024),Thriller|Horror,56000000,92,1991,0,6.1,260,1790000,0,0,0,0,0,0,0,0,0,0,1,0,1
704,Movie 704 (2024),Animation,124000000,97,2008,1,2.4,217,650000,1,0,0,1,0,0,0,0,0,0,0,0,0
705,Movie 705 (2024),Comedy,73000000,156,1997,0,9.8,98,3990000,1,0,0,0,0,1,0,0,0,0,0,0,0
706,Movie 706 (2024),Thriller|Sci-Fi|Crime,20000000,127,2003,1,2.9,339,2700000,0,0,0,0,0,0,1,0,0,0,0,1,1
707,Movie 707 (2024),Children|Horror|Thriller,77000000,116,1994,1,7.6,92,2930000,1,0,0,0,1,0,0,0,0,0,1,0,1
708,Movie 708 (2024),Crime|Sci-Fi|Thriller,21000000,91,2021,0,4.4,395,3870000,1,0,0,0,0,0,1,0,0,0,0,1,1
709,Movie 709 (2024),Thriller|Crime|Drama,81000000,149,1998,1,8.1,453,870000,0,0,0,0,0,0,1,0,1,0,0,0,1
710,Movie 710 (2024),Fantasy,133000000,151,2016,0,5.1,156,4530000,0,0,0,0,0,0,0,0,0,1,0,0,0
711,Movie 711 (2024),Sci-Fi,77000000,119,2018,0,6.5,150,4840000,1,0,0,0,0,0,0,0,0,0,0,1,0
712,Movie 712 (2024),Drama,28000000,174,2021,0,6.6,203,1130000,0,0,0,0,0,0,0,0,1,0,0,0,0
713,Movie 713 (2024),Adventure,33000000,174,2014,0,9.3,145,2970000,1,0,1,0,0,0,0,0,0,0,0,0,0
714,Movie 714 (2024),Fantasy,156000000,111,2023,1,2.8,284,2660000,0,0,0,0,0,0,0,0,0,1,0,0,0
715,Movie 715 (2024),Comedy|Horror,164000000,111,2010,0,8.6,261,4870000,1,0,0,0,0,1,0,0,0,0,1,0,0
716,Movie 716 (2024),Documentary,53000000,124,2013,0,5.8,69,4060000,0,0,0,0,0,0,0,1,0,0,0,0,0
717,Movie 717 (2024),Adventure|Children|Thriller,141000000,168,2008,0,3.1,251,4000000,0,0,1,0,1,0,0,0,0,0,0,0,1
718,Movie 718 (2024),Adventure,118000000,110,1999,0,6.7,216,4530000,1,0,1,0,0,0,0,0,0,0,0,0,0
719,Movie 719 (2024),Animation|Comedy,60000000,153,2003,0,6.0,264,4480000,1,0,0,1,0,1,0,0,0,0,0,0,0
720,Movie 720 (2024),Fantasy|Drama|Horror,38000000,170,1997,0,5.4,32,3740000,0,0,0,0,0,0,0,0,1,1,1,0,0
721,Movie 721 (2024),Action|Children,76000000,170,1999,0,5.3,345,900000,1,1,0,0,1,0,0,0,0,0,0,0,0
722,Movie 722 (2024),Fantasy|Documentary|Action,47000000,132,2016,0,8.1,56,4080000,0,1,0,0,0,0,0,1,0,1,0,0,0
723,Movie 723 (2024),Thriller,24000000,175,2022,0,7.5,350,2410000,1,0,0,0,0,0,0,0,0,0,0,0,1
724,Movie 724 (2024),Documentary|Thriller|Adventure,104000000,93,1996,0,8.0,245,2390000,1,0,1,0,0,0,0,1,0,0,0,0,1
725,Movie 725 (2024),Comedy|Horror|Crime,198000000,148,1995,0,2.9,261,3500000,1,0,0,0,0,1,1,0,0,0,1,0,0
726,Movie 726 (2024),Animation|Adventure,143000000,120,2000,0,6.1,173,3820000,0,0,1,1,0,0,0,0,0,0,0,0,0
727,Movie 727 (2024),Documentary|Fantasy,189000000,110,1999,0,8.1,339,780000,1,0,0,0,0,0,0,1,0,1,0,0,0
728,Movie 728 (2024),Children|Fantasy|Thriller,52000000,138,1995,1,5.6,175,1110000,0,0,0,0,1,0,0,0,0,1,0,0,1
729,Movie 729 (2024),Drama|Horror,97000000,145,1996,0,7.9,204,4160000,0,0,0,0,0,0,0,0,1,0,1,0,0
730,Movie 730 (2024),Drama|Sci-Fi|Crime,68000000,174,1996,0,7.8,226,750000,1,0,0,0,0,0,1,0,1,0,0,1,0
731,Movie 731 (2024),Drama|Animation,181000000,155,1996,0,3.2,494,570000,1,0,0,1,0,0,0,0,1,0,0,0,0
732,Movie 732 (2024),Drama,123000000,164,2008,0,7.4,486,2520000,1,0,0,0,0,0,0,0,1,0,0,0,0
733,Movie 733 (2024),Animation,64000000,99,1999,0,8.2,112,3920000,0,0,0,1,0,0,0,0,0,0,0,0,0
734,Movie 734 (2024),Horror|Action|Animation,151000000,104,2012,0,7.2,235,1370000,1,1,0,1,0,0,0,0,0,0,1,0,0
735,Movie 735 (2024),Drama,81000000,136,1998,0,3.6,69,1260000,1,0,0,0,0,0,0,0,1,0,0,0,0
736,Movie 736 (2024),Documentary|Sci-Fi|Thriller,184000000,80,1990,0,6.2,264,1100000,1,0,0,0,0,0,0,1,0,0,0,1,1
737,Movie 737 (2024),Animation,190000000,147,1999,0,7.5,164,3210000,1,0,0,1,0,0,0,0,0,0,0,0,0
738,Movie 738 (2024),Thriller|Crime|Horror,82000000,98,1994,0,2.5,196,2660000,0,0,0,0,0,0,1,0,0,0,1,0,1
739,Movie 739 (2024),Children,3000000,102,1995,0,7.3,376,4610000,1,0,0,0,1,0,0,0,0,0,0,0,0
740,Movie 740 (2024),Crime|Children,156000000,147,2012,0,2.5,127,4490000,0,0,0,0,1,0,1,0,0,0,0,0,0
741,Movie 741 (2024),Thriller,166000000,168,2004,0,6.1,449,4930000,1,0,0,0,0,0,0,0,0,0,0,0,1
742,Movie 742 (2024),Comedy|Thriller,166000000,171,2004,0,4.9,120,4060000,0,0,0,0,0,1,0,0,0,0,0,0,1
743,Movie 743 (2024),Drama|Sci-Fi,74000000,172,2003,0,2.5,38,960000,1,0,0,0,0,0,0,0,1,0,0,1,0
744,Movie 744 (2024),Horror,53000000,140,2004,0,7.2,422,950000,0,0,0,0,0,0,0,0,0,0,1,0,0
745,Movie 745 (2024),Thriller|Fantasy,59000000,105,1995,0,9.5,52,1280000,1,0,0,0,0,0,0,0,0,1,0,0,1
746,Movie 746 (2024),Children|Thriller,87000000,140,2017,0,9.2,237,4820000,1,0,0,0,1,0,0,0,0,0,0,0,1
747,Movie 747 (2024),Children|Animation|Adventure,46000000,123,2003,0,2.0,445,1130000,0,0,1,1,1,0,0,0,0,0,0,0,0
748,Movie 748 (2024),Crime,145000000,86,2014,0,4.6,227,4240000,0,0,0,0,0,0,1,0,0,0,0,0,0
749,Movie 749 (2024),Action|Documentary|Horror,193000000,114,2012,0,7.7,393,3180000,1,1,0,0,0,0,0,1,0,0,1,0,0
750,Movie 750 (2024),Adventure,64000000,170,2018,0,7.9,428,4860000,1,0,1,0,0,0,0,0,0,0,0,0,0
751,Movie 751 (2024),Sci-Fi|Fantasy|Horror,127000000,171,2002,0,4.3,67,3490000,0,0,0,0,0,0,0,0,0,1,1,1,0
752,Movie 752 (2024),Crime|Action|Documentary,112000000,163,2012,0,6.3,215,1800000,1,1,0,0,0,0,1,1,0,0,0,0,0
753,Movie 753 (2024),Action|Drama|Animation,120000000,107,2006,0,7.2,124,3350000,0,1,0,1,0,0,0,0,1,0,0,0,0
754,Movie 754 (2024),Crime|Drama,167000000,124,1998,0,7.4,391,3180000,1,0,0,0,0,0,1,0,1,0,0,0,0
755,Movie 755 (2024),Thriller|Animation,6000000,179,2007,1,4.7,87,4710000,0,0,0,1,0,0,0,0,0,0,0,0,1
756,Movie 756 (2024),Comedy,188000000,138,2000,0,3.0,30,3490000,1,0,0,0,0,1,0,0,0,0,0,0,0
757,Movie 757 (2024),Documentary,117000000,152,1998,1,9.3,53,1630000,0,0,0,0,0,0,0,1,0,0,0,0,0
758,Movie 758 (2024),Horror,143000000,90,2024,0,8.8,455,3540000,0,0,0,0,0,0,0,0,0,0,1,0,0
759,Movie 759 (2024),Adventure,22000000,112,2009,0,8.9,354,940000,0,0,1,0,0,0,0,0,0,0,0,0,0
760,Movie 760 (2024),Animation|Horror|Drama,63000000,82,2013,0,9.4,298,930000,1,0,0,1,0,0,0,0,1,0,1,0,0
761,Movie 761 (2024),Adventure|Horror,32000000,122,1991,1,3.2,231,4640000,1,0,1,0,0,0,0,0,0,0,1,0,0
762,Movie 762 (2024),Sci-Fi|Crime,190000000,93,2024,0,3.9,263,4270000,1,0,0,0,0,0,1,0,0,0,0,1,0
763,Movie 763 (2024),Adventure|Sci-Fi|Action,74000000,159,2012,0,7.8,347,4300000,1,1,1,0,0,0,0,0,0,0,0,1,0
764,Movie 764 (2024),Children|Adventure,129000000,166,2000,0,6.0,233,1840000,1,0,1,0,1,0,0,0,0,0,0,0,0
765,Movie 765 (2024),Animation|Sci-Fi,198000000,169,2021,1,9.8,350,1430000,0,0,0,1,0,0,0,0,0,0,0,1,0
766,Movie 766 (2024),Thriller|Crime|Children,175000000,148,1999,0,5.5,163,1910000,0,0,0,0,1,0,1,0,0,0,0,0,1
767,Movie 767 (2024),Animation|Comedy,166000000,101,2008,0,8.5,384,3560000,0,0,0,1,0,1,0,0,0,0,0,0,0
768,Movie 768 (2024),Crime|Drama,98000000,163,2001,0,3.5,498,1180000,1,0,0,0,0,0,1,0,1,0,0,0,0
769,Movie 769 (2024),Horror|Children,40000000,112,2014,0,7.7,302,2170000,1,0,0,0,1,0,0,0,0,0,1,0,0
770,Movie 770 (2024),Crime|Children|Action,40000000,127,2000,0,4.8,40,2180000,0,1,0,0,1,0,1,0,0,0,0,0,0
771,Movie 771 (2024),Drama|Horror,24000000,133,2024,0,2.5,49,2320000,1,0,0,0,0,0,0,0,1,0,1,0,0
772,Movie 772 (2024),Comedy|Drama,155000000,176,2009,0,4.8,191,4320000,0,0,0,0,0,1,0,0,1,0,0,0,0
773,Movie 773 (2024),Adventure,20000000,117,2003,1,4.5,301,4120000,0,0,1,0,0,0,0,0,0,0,0,0,0
774,Movie 774 (2024),Sci-Fi|Adventure|Fantasy,70000000,105,2019,0,9.2,166,3790000,0,0,1,0,0,0,0,0,0,1,0,1,0
775,Movie 775 (2024),Action|Adventure|Comedy,179000000,157,2010,0,5.5,7,560000,0,1,1,0,0,1,0,0,0,0,0,0,0
776,Movie 776 (2024),Horror|Drama,194000000,88,2015,0,2.3,270,4390000,1,0,0,0,0,0,0,0,1,0,1,0,0
777,Movie 777 (2024),Adventure|Horror|Animation,65000000,82,2014,0,2.4,259,1140000,0,0,1,1,0,0,0,0,0,0,1,0,0
778,Movie 778 (2024),Fantasy|Thriller,172000000,138,2009,0,2.3,50,4600000,1,0,0,0,0,0,0,0,0,1,0,0,1
779,Movie 779 (2024),Action,45000000,118,2021,0,2.7,77,2080000,1,1,0,0,0,0,0,0,0,0,0,0,0
780,Movie 780 (2024),Action|Adventure,116000000,179,2020,0,4.8,56,4030000,1,1,1,0,0,0,0,0,0,0,0,0,0
781,Movie 781 (2024),Sci-Fi|Horror,66000000,167,2009,1,6.9,469,2240000,0,0,0,0,0,0,0,0,0,0,1,1,0
782,Movie 782 (2024),Fantasy,94000000,137,2004,0,4.2,169,3750000,1,0,0,0,0,0,0,0,0,1,0,0,0
783,Movie 783 (2024),Children,172000000,160,2000,0,7.6,473,700000,0,0,0,0,1,0,0,0,0,0,0,0,0
784,Movie 784 (2024),Horror|Comedy,72000000,115,1996,1,5.4,130,1720000,0,0,0,0,0,1,0,0,0,0,1,0,0
785,Movie 785 (2024),Action,182000000,149,2015,1,3.6,354,4200000,0,1,0,0,0,0,0,0,0,0,0,0,0
786,Movie 786 (2024),Children|Sci-Fi|Crime,177000000,170,2017,0,8.1,99,4190000,1,0,0,0,1,0,1,0,0,0,0,1,0
787,Movie 787 (2024),Children|Documentary,141000000,134,2013,0,3.2,429,4310000,1,0,0,0,1,0,0,1,0,0,0,0,0
788,Movie 788 (2024),Drama|Adventure|Crime,148000000,174,2018,0,8.2,432,1000000,0,0,1,0,0,0,1,0,1,0,0,0,0
789,Movie 789 (2024),Adventure|Thriller,192000000,166,1990,1,3.5,155,590000,0,0,1,0,0,0,0,0,0,0,0,0,1
790,Movie 790 (2024),Horror|Children,113000000,130,2012,1,2.5,332,3990000,1,0,0,0,1,0,0,0,0,0,1,0,0
791,Movie 791 (2024),Documentary|Adventure,162000000,113,2017,0,2.8,150,3600000,0,0,1,0,0,0,0,1,0,0,0,0,0
792,Movie 792 (2024),Drama,162000000,90,1991,1,4.9,131,1590000,0,0,0,0,0,0,0,0,1,0,0,0,0
793,Movie 793 (2024),Fantasy|Adventure,61000000,129,2004,0,7.5,497,3130000,1,0,1,0,0,0,0,0,0,1,0,0,0
794,Movie 794 (2024),Animation|Documentary|Action,178000000,147,2013,0,6.0,454,1200000,0,1,0,1,0,0,0,1,0,0,0,0,0
795,Movie 795 (2024),Horror|Fantasy,142000000,109,2021,0,10.0,477,2400000,0,0,0,0,0,0,0,0,0,1,1,0,0
796,Movie 796 (2024),Crime|Drama|Thriller,105000000,130,2009,0,8.4,106,2880000,1,0,0,0,0,0,1,0,1,0,0,0,1
797,Movie 797 (2024),Crime|Adventure,65000000,98,2013,1,8.6,130,3740000,0,0,1,0,0,0,1,0,0,0,0,0,0
798,Movie 798 (2024),Adventure|Sci-Fi,47000000,179,1992,0,5.9,143,2630000,0,0,1,0,0,0,0,0,0,0,0,1,0
799,Movie 799 (2024),Action|Documentary|Children,137000000,143,1994,0,3.1,69,2690000,0,1,0,0,1,0,0,1,0,0,0,0,0
800,Movie 800 (2024),Sci-Fi|Drama|Horror,86000000,136,2019,0,6.3,127,2950000,1,0,0,0,0,0,0,0,1,0,1,1,0
801,Movie 801 (2024),Documentary|Children,16000000,87,2006,0,8.6,399,4270000,0,0,0,0,1,0,0,1,0,0,0,0,0
802,Movie 802 (2024),Action,103000000,173,2000,0,7.9,424,3830000,1,1,0,0,0,0,0,0,0,0,0,0,0
803,Movie 803 (2024),Fantasy|Horror|Action,179000000,131,2009,0,8.1,267,1100000,0,1,0,0,0,0,0,0,0,1,1,0,0
804,Movie 804 (2024),Children|Sci-Fi|Thriller,137000000,114,1996,0,9.5,452,3430000,0,0,0,0,1,0,0,0,0,0,0,1,1
805,Movie 805 (2024),Children|Thriller,73000000,89,1996,0,6.7,188,4370000,0,0,0,0,1,0,0,0,0,0,0,0,1
806,Movie 806 (2024),Comedy|Sci-Fi,3000000,158,1993,1,3.2,244,1100000,1,0,0,0,0,1,0,0,0,0,0,1,0
807,Movie 807 (2024),Documentary|Fantasy|Action,173000000,125,2019,0,9.2,300,4580000,0,1,0,0,0,0,0,1,0,1,0,0,0
808,Movie 808 (2024),Children,66000000,175,2001,0,8.8,41,940000,0,0,0,0,1,0,0,0,0,0,0,0,0
809,Movie 809 (2024),Fantasy|Children|Crime,194000000,166,2017,0,9.6,85,4210000,0,0,0,0,1,0,1,0,0,1,0,0,0
810,Movie 810 (2024),Sci-Fi|Thriller,93000000,80,2010,0,7.7,263,4650000,0,0,0,0,0,0,0,0,0,0,0,1,1
811,Movie 811 (2024),Animation|Action,77000000,114,2004,0,8.4,26,3360000,0,1,0,1,0,0,0,0,0,0,0,0,0
812,Movie 812 (2024),Adventure,152000000,102,2019,1,8.6,448,4660000,1,0,1,0,0,0,0,0,0,0,0,0,0
813,Movie 813 (2024),Horror|Action|Fantasy,153000000,173,2005,0,8.7,227,2520000,1,1,0,0,0,0,0,0,0,1,1,0,0
814,Movie 814 (2024),Sci-Fi,110000000,172,2021,0,4.2,341,1500000,0,0,0,0,0,0,0,0,0,0,0,1,0
815,Movie 815 (2024),Horror,54000000,82,1990,0,3.2,187,2540000,0,0,0,0,0,0,0,0,0,0,1,0,0
816,Movie 816 (2024),Animation|Sci-Fi|Adventure,111000000,145,2024,0,5.3,471,3780000,0,0,1,1,0,0,0,0,0,0,0,1,0
817,Movie 817 (2024),Action,26000000,160,1999,0,8.8,17,570000,1,1,0,0,0,0,0,0,0,0,0,0,0
818,Movie 818 (2024),Fantasy|Children,136000000,104,2002,0,9.2,151,3260000,1,0,0,0,1,0,0,0,0,1,0,0,0
819,Movie 819 (2024),Animation|Action|Sci-Fi,60000000,121,1999,0,8.0,403,1090000,0,1,0,1,0,0,0,0,0,0,0,1,0
820,Movie 820 (2024),Thriller|Action|Drama,35000000,141,2024,1,7.8,201,4570000,1,1,0,0,0,0,0,0,1,0,0,0,1
821,Movie 821 (2024),Animation|Comedy,66000000,125,2024,1,2.3,53,890000,1,0,0,1,0,1,0,0,0,0,0,0,0
822,Movie 822 (2024),Drama,121000000,114,2013,1,5.7,67,3720000,0,0,0,0,0,0,0,0,1,0,0,0,0
823,Movie 823 (2024),Adventure,44000000,159,2018,1,6.6,81,4550000,0,0,1,0,0,0,0,0,0,0,0,0,0
824,Movie 824 (2024),Animation|Horror,54000000,101,2021,1,5.3,254,840000,1,0,0,1,0,0,0,0,0,0,1,0,0
825,Movie 825 (2024),Crime|Documentary,8000000,170,2020,0,7.5,449,3830000,1,0,0,0,0,0,1,1,0,0,0,0,0
826,Movie 826 (2024),Comedy,137000000,167,1994,0,4.9,161,3250000,0,0,0,0,0,1,0,0,0,0,0,0,0
827,Movie 827 (2024),Comedy,135000000,124,2014,1,9.9,328,2700000,1,0,0,0,0,1,0,0,0,0,0,0,0
828,Movie 828 (2024),Horror|Adventure,66000000,151,1992,1,5.8,56,3410000,0,0,1,0,0,0,0,0,0,0,1,0,0
829,Movie 829 (2024),Sci-Fi,115000000,150,2006,0,4.5,423,1610000,0,0,0,0,0,0,0,0,0,0,0,1,0
830,Movie 830 (2024),Thriller,171000000,80,2024,0,8.1,429,4030000,0,0,0,0,0,0,0,0,0,0,0,0,1
831,Movie 831 (2024),Fantasy|Crime,11000000,131,2009,0,3.9,57,3180000,1,0,0,0,0,0,1,0,0,1,0,0,0
832,Movie 832 (2024),Action,48000000,146,1999,0,7.0,42,1800000,0,1,0,0,0,0,0,0,0,0,0,0,0
833,Movie 833 (2024),Crime|Documentary|Horror,156000000,154,2024,0,2.5,181,1930000,0,0,0,0,0,0,1,1,0,0,1,0,0
834,Movie 834 (2024),Fantasy|Sci-Fi,199000000,131,2007,1,9.1,236,3010000,1,0,0,0,0,0,0,0,0,1,0,1,0
835,Movie 835 (2024),Children,41000000,170,2019,1,2.8,181,4540000,0,0,0,0,1,0,0,0,0,0,0,0,0
836,Movie 836 (2024),Drama|Action,100000000,96,2009,0,5.1,471,3530000,1,1,0,0,0,0,0,0,1,0,0,0,0
837,Movie 837 (2024),Sci-Fi,32000000,158,2016,0,7.3,154,3770000,0,0,0,0,0,0,0,0,0,0,0,1,0
838,Movie 838 (2024),Crime|Fantasy,86000000,166,2024,0,8.8,428,1470000,1,0,0,0,0,0,1,0,0,1,0,0,0
839,Movie 839 (2024),Crime|Comedy,183000000,129,2008,0,5.0,154,2990000,1,0,0,0,0,1,1,0,0,0,0,0,0
840,Movie 840 (2024),Sci-Fi|Horror|Fantasy,112000000,82,2012,0,3.9,54,710000,1,0,0,0,0,0,0,0,0,1,1,1,0
841,Movie 841 (2024),Drama,91000000,177,2004,1,3.7,33,1860000,0,0,0,0,0,0,0,0,1,0,0,0,0
842,Movie 842 (2024),Crime|Drama,89000000,97,1998,0,8.2,346,4040000,1,0,0,0,0,0,1,0,1,0,0,0,0
843,Movie 843 (2024),Documentary|Horror,78000000,118,2021,1,9.6,418,1700000,0,0,0,0,0,0,0,1,0,0,1,0,0
844,Movie 844 (2024),Adventure|Fantasy|Thriller,75000000,115,2015,1,5.2,71,2680000,0,0,1,0,0,0,0,0,0,1,0,0,1
845,Movie 845 (2024),Adventure|Comedy,84000000,116,1991,0,3.9,10,1400000,1,0,1,0,0,1,0,0,0,0,0,0,0
846,Movie 846 (2024),Sci-Fi,91000000,103,2023,0,6.5,398,1700000,0,0,0,0,0,0,0,0,0,0,0,1,0
847,Movie 847 (2024),Adventure|Crime,89000000,159,2023,0,8.6,471,3570000,0,0,1,0,0,0,1,0,0,0,0,0,0
848,Movie 848 (2024),Drama,51000000,141,2004,0,9.0,4,2520000,0,0,0,0,0,0,0,0,1,0,0,0,0
849,Movie 849 (2024),Comedy|Children|Thriller,46000000,175,2018,0,8.6,281,4280000,0,0,0,0,1,1,0,0,0,0,0,0,1
850,Movie 850 (2024),Drama|Documentary|Children,88000000,148,1991,1,6.8,40,3620000,1,0,0,0,1,0,0,1,1,0,0,0,0
851,Movie 851 (2024),Children|Comedy,169000000,80,2010,0,4.1,194,1140000,1,0,0,0,1,1,0,0,0,0,0,0,0
852,Movie 852 (2024),Drama,27000000,93,2001,1,3.5,277,2550000,0,0,0,0,0,0,0,0,1,0,0,0,0
853,Movie 853 (2024),Children|Comedy,138000000,172,2017,0,6.6,255,1980000,0,0,0,0,1,1,0,0,0,0,0,0,0
854,Movie 854 (2024),Animation,169000000,103,2019,0,9.0,221,790000,1,0,0,1,0,0,0,0,0,0,0,0,0
855,Movie 855 (2024),Animation|Action|Thriller,78000000,115,1991,0,7.4,489,1260000,1,1,0,1,0,0,0,0,0,0,0,0,1
856,Movie 856 (2024),Documentary,7000000,123,2007,1,5.4,372,2730000,1,0,0,0,0,0,0,1,0,0,0,0,0
857,Movie 857 (2024),Drama|Animation|Children,76000000,124,2015,1,2.9,490,4100000,1,0,0,1,1,0,0,0,1,0,0,0,0
858,Movie 858 (2024),Fantasy|Sci-Fi,89000000,126,2016,0,6.4,364,750000,1,0,0,0,0,0,0,0,0,1,0,1,0
859,Movie 859 (2024),Animation|Children,166000000,179,2007,0,8.7,266,2340000,0,0,0,1,1,0,0,0,0,0,0,0,0
860,Movie 860 (2024),Thriller,88000000,88,1994,1,9.9,377,3660000,0,0,0,0,0,0,0,0,0,0,0,0,1
861,Movie 861 (2024),Sci-Fi|Crime|Documentary,15000000,113,2009,0,6.3,130,670000,0,0,0,0,0,0,1,1,0,0,0,1,0
862,Movie 862 (2024),Sci-Fi,48000000,150,2015,1,8.6,122,3420000,1,0,0,0,0,0,0,0,0,0,0,1,0
863,Movie 863 (2024),Adventure,32000000,159,2019,0,9.3,114,2620000,0,0,1,0,0,0,0,0,0,0,0,0,0
864,Movie 864 (2024),Sci-Fi|Horror|Drama,146000000,90,1996,0,8.4,461,2950000,1,0,0,0,0,0,0,0,1,0,1,1,0
865,Movie 865 (2024),Horror,129000000,145,1996,0,7.4,125,4460000,1,0,0,0,0,0,0,0,0,0,1,0,0
866,Movie 866 (2024),Animation|Action,6000000,84,2018,0,7.4,230,660000,1,1,0,1,0,0,0,0,0,0,0,0,0
867,Movie 867 (2024),Drama|Children|Thriller,141000000,168,1993,0,7.2,370,3030000,1,0,0,0,1,0,0,0,1,0,0,0,1
868,Movie 868 (2024),Action,163000000,110,2018,0,4.4,358,2230000,0,1,0,0,0,0,0,0,0,0,0,0,0
869,Movie 869 (2024),Sci-Fi|Horror|Drama,122000000,124,2021,0,3.4,481,4790000,1,0,0,0,0,0,0,0,1,0,1,1,0
870,Movie 870 (2024),Fantasy|Action|Crime,111000000,174,2014,0,6.7,498,1150000,0,1,0,0,0,0,1,0,0,1,0,0,0
871,Movie 871 (2024),Animation|Adventure,30000000,125,2013,0,3.5,431,4990000,0,0,1,1,0,0,0,0,0,0,0,0,0
872,Movie 872 (2024),Drama|Horror|Documentary,153000000,151,2001,0,7.1,201,1370000,0,0,0,0,0,0,0,1,1,0,1,0,0
873,Movie 873 (2024),Thriller|Horror,39000000,161,1999,0,8.5,432,1540000,1,0,0,0,0,0,0,0,0,0,1,0,1
874,Movie 874 (2024),Horror|Fantasy|Animation,67000000,116,2003,0,3.8,278,3760000,1,0,0,1,0,0,0,0,0,1,1,0,0
875,Movie 875 (2024),Thriller|Action,134000000,103,2003,0,9.6,419,4280000,1,1,0,0,0,0,0,0,0,0,0,0,1
876,Movie 876 (2024),Documentary|Horror,177000000,95,2016,1,6.5,204,590000,1,0,0,0,0,0,0,1,0,0,1,0,0
877,Movie 877 (2024),Drama,5000000,118,2023,0,7.7,195,4620000,1,0,0,0,0,0,0,0,1,0,0,0,0
878,Movie 878 (2024),Action|Horror,37000000,98,2013,1,6.6,248,2290000,0,1,0,0,0,0,0,0,0,0,1,0,0
879,Movie 879 (2024),Action,49000000,85,2000,0,9.9,65,3770000,0,1,0,0,0,0,0,0,0,0,0,0,0
880,Movie 880 (2024),Children,11000000,91,2001,1,7.7,383,4250000,0,0,0,0,1,0,0,0,0,0,0,0,0
881,Movie 881 (2024),Drama|Children|Fantasy,97000000,125,2002,0,7.0,405,2630000,0,0,0,0,1,0,0,0,1,1,0,0,0
882,Movie 882 (2024),Crime|Children,153000000,158,1993,1,5.9,177,730000,1,0,0,0,1,0,1,0,0,0,0,0,0
883,Movie 883 (2024),Adventure|Sci-Fi|Fantasy,3000000,97,2004,1,7.4,106,1280000,0,0,1,0,0,0,0,0,0,1,0,1,0
884,Movie 884 (2024),Comedy|Drama,1000000,133,2018,1,6.0,63,4490000,1,0,0,0,0,1,0,0,1,0,0,0,0
885,Movie 885 (2024),Action,11000000,85,2024,0,2.6,326,1360000,1,1,0,0,0,0,0,0,0,0,0,0,0
886,Movie 886 (2024),Thriller|Fantasy,60000000,98,2013,0,9.8,46,2590000,0,0,0,0,0,0,0,0,0,1,0,0,1
887,Movie 887 (2024),Thriller,188000000,99,2017,0,3.7,415,1890000,0,0,0,0,0,0,0,0,0,0,0,0,1
888,Movie 888 (2024),Drama,88000000,105,2004,0,3.1,475,2210000,0,0,0,0,0,0,0,0,1,0,0,0,0
889,Movie 889 (2024),Thriller|Adventure|Drama,35000000,107,2002,0,6.5,304,4280000,0,0,1,0,0,0,0,0,1,0,0,0,1
890,Movie 890 (2024),Crime|Children|Drama,158000000,154,2010,0,8.6,127,3570000,0,0,0,0,1,0,1,0,1,0,0,0,0
891,Movie 891 (2024),Comedy,97000000,171,1995,0,6.5,413,3010000,1,0,0,0,0,1,0,0,0,0,0,0,0
892,Movie 892 (2024),Drama,27000000,149,2000,0,7.1,350,1740000,0,0,0,0,0,0,0,0,1,0,0,0,0
893,Movie 893 (2024),Adventure,151000000,118,2021,0,5.8,43,4780000,0,0,1,0,0,0,0,0,0,0,0,0,0
894,Movie 894 (2024),Horror,99000000,127,2012,0,3.8,54,4150000,1,0,0,0,0,0,0,0,0,0,1,0,0
895,Movie 895 (2024),Sci-Fi,49000000,133,1999,0,4.2,439,1480000,0,0,0,0,0,0,0,0,0,0,0,1,0
896,Movie 896 (2024),Children|Documentary,144000000,139,2022,0,9.9,72,2290000,0,0,0,0,1,0,0,1,0,0,0,0,0
897,Movie 897 (2024),Sci-Fi,39000000,87,2020,0,7.4,288,3850000,1,0,0,0,0,0,0,0,0,0,0,1,0
898,Movie 898 (2024),Crime|Children,34000000,177,2006,0,6.7,225,1410000,1,0,0,0,1,0,1,0,0,0,0,0,0
899,Movie 899 (2024),Documentary|Sci-Fi|Thriller,194000000,132,2003,0,6.8,152,3530000,1,0,0,0,0,0,0,1,0,0,0,1,1
900,Movie 900 (2024),Animation|Fantasy,109000000,114,2024,0,3.6,341,3840000,0,0,0,1,0,0,0,0,0,1,0,0,0
901,Movie 901 (2024),Fantasy,121000000,112,2001,0,7.3,187,3390000,0,0,0,0,0,0,0,0,0,1,0,0,0
