movieId,title,genres,budget,runtime,release_year,avg_critic_score,director_id,is_sequel
902,Movie 902,Sci-Fi|Comedy,108000000,91,2007,9.0,194,0
903,Movie 903,Sci-Fi,157000000,148,2013,5.7,176,0
904,Movie 904,Thriller,187000000,143,2024,3.3,54,0
905,Movie 905,Children|Horror|Action,144000000,160,2016,5.5,181,0
906,Movie 906,Thriller|Sci-Fi|Fantasy,64000000,148,2013,3.7,449,0
907,Movie 907,Action,34000000,101,2005,6.2,472,0
908,Movie 908,Drama,102000000,87,2012,6.6,13,0
909,Movie 909,Drama,81000000,94,2009,6.8,413,0
910,Movie 910,Documentary|Fantasy,105000000,144,2012,5.7,132,0
911,Movie 911,Children|Crime|Documentary,35000000,158,1993,9.8,79,1
912,Movie 912,Sci-Fi,102000000,97,1993,8.6,90,0
913,Movie 913,Sci-Fi,87000000,86,2007,8.1,418,1
914,Movie 914,Documentary|Adventure|Action,77000000,141,2007,10.0,329,0
915,Movie 915,Crime,63000000,134,2012,8.9,56,0
916,Movie 916,Horror|Sci-Fi,93000000,105,2006,3.0,55,1
917,Movie 917,Drama,68000000,159,1996,4.4,17,0
918,Movie 918,Adventure|Action,48000000,122,2022,4.9,478,0
919,Movie 919,Sci-Fi,11000000,139,2006,5.7,176,0
920,Movie 920,Thriller,182000000,81,1996,5.4,407,0
921,Movie 921,Animation,60000000,168,2003,8.8,392,1
922,Movie 922,Fantasy|Children|Thriller,156000000,114,2001,9.9,43,1
923,Movie 923,Crime,6000000,145,1992,6.9,138,0
924,Movie 924,Thriller,51000000,168,2000,6.6,431,0
925,Movie 925,Horror,136000000,144,2010,6.0,473,0
926,Movie 926,Children,131000000,102,2010,5.2,421,0
927,Movie 927,Sci-Fi,119000000,123,2001,2.3,154,0
928,Movie 928,Adventure,181000000,174,2017,4.5,4,0
929,Movie 929,Horror|Sci-Fi|Adventure,71000000,157,2009,4.4,100,0
930,Movie 930,Drama|Crime|Horror,87000000,143,2018,3.0,201,0
931,Movie 931,Children,81000000,104,2013,2.0,174,1
932,Movie 932,Drama|Comedy,147000000,81,2013,3.8,201,0
933,Movie 933,Crime|Sci-Fi,20000000,113,1997,4.7,42,0
934,Movie 934,Fantasy|Children|Horror,9000000,138,1991,7.1,228,1
935,Movie 935,Comedy,157000000,177,2016,6.3,133,0
936,Movie 936,Crime|Thriller|Horror,99000000,159,2003,3.4,241,0
937,Movie 937,Fantasy|Comedy,23000000,136,1991,8.6,374,0
938,Movie 938,Action|Comedy|Animation,172000000,85,1990,9.3,213,0
939,Movie 939,Horror|Documentary,56000000,118,1994,7.6,401,0
940,Movie 940,Sci-Fi,4000000,117,2008,8.1,24,0
941,Movie 941,Horror,63000000,157,2004,5.7,261,0
942,Movie 942,Action|Children,156000000,125,2010,9.5,57,0
943,Movie 943,Sci-Fi|Children,160000000,124,2004,4.6,386,1
944,Movie 944,Children|Documentary,70000000,107,2021,3.8,191,0
945,Movie 945,Comedy|Crime|Children,95000000,148,2017,8.0,246,0
946,Movie 946,Comedy|Fantasy,45000000,171,2015,4.3,462,0
947,Movie 947,Sci-Fi,88000000,103,2001,7.9,165,0
948,Movie 948,Children,89000000,152,2008,2.5,430,0
949,Movie 949,Adventure,148000000,154,1992,2.2,419,0
950,Movie 950,Sci-Fi|Drama,125000000,145,2006,2.9,424,0
951,Movie 951,Adventure,126000000,171,2006,4.6,53,1
952,Movie 952,Horror|Crime|Action,106000000,119,1997,3.4,402,0
953,Movie 953,Drama,91000000,97,2020,8.6,450,0
954,Movie 954,Sci-Fi|Thriller,82000000,93,1995,3.2,41,0
955,Movie 955,Documentary|Horror,170000000,173,2008,9.7,6,0
956,Movie 956,Children|Thriller,122000000,151,2016,7.2,261,0
957,Movie 957,Thriller,196000000,142,2010,7.4,333,0
958,Movie 958,Sci-Fi|Drama,18000000,144,2010,7.5,210,0
959,Movie 959,Crime|Comedy|Drama,30000000,115,1994,5.6,388,1
960,Movie 960,Animation,14000000,99,2019,3.2,257,0
961,Movie 961,Children|Drama|Horror,151000000,120,2015,9.5,377,1
962,Movie 962,Children|Horror|Adventure,104000000,123,2003,4.6,492,0
963,Movie 963,Thriller|Action|Horror,175000000,110,2016,5.7,6,0
964,Movie 964,Action|Animation,169000000,161,1993,7.6,199,0
965,Movie 965,Animation|Horror,155000000,155,2010,7.4,473,0
966,Movie 966,Crime|Sci-Fi|Thriller,4000000,148,2017,8.7,288,0
967,Movie 967,Comedy|Animation|Action,80000000,111,2010,6.2,50,0
968,Movie 968,Documentary|Fantasy|Action,142000000,169,2003,5.0,164,0
969,Movie 969,Comedy,182000000,116,2004,2.3,489,1
970,Movie 970,Sci-Fi|Fantasy,66000000,130,1994,2.3,365,0
971,Movie 971,Fantasy|Drama|Sci-Fi,127000000,98,2003,6.0,451,0
972,Movie 972,Animation|Action,75000000,161,2021,9.2,447,0
973,Movie 973,Documentary|Drama,173000000,145,2002,4.5,137,0
974,Movie 974,Animation|Thriller|Comedy,48000000,121,2024,3.9,350,0
975,Movie 975,Horror|Animation|Action,128000000,140,2006,7.4,47,0
976,Movie 976,Fantasy,61000000,156,2022,6.4,161,0
977,Movie 977,Drama|Comedy|Fantasy,89000000,164,2017,5.2,270,0
978,Movie 978,Animation|Crime,197000000,86,2013,3.7,259,0
979,Movie 979,Comedy|Animation|Thriller,65000000,81,2006,9.8,318,0
980,Movie 980,Comedy|Drama,167000000,163,1998,2.6,475,0
981,Movie 981,Fantasy|Documentary,15000000,117,1994,5.9,423,0
982,Movie 982,Fantasy|Sci-Fi,92000000,95,2015,4.7,195,1
983,Movie 983,Fantasy|Thriller,156000000,100,2006,6.2,237,0
984,Movie 984,Fantasy|Adventure,19000000,94,1998,7.9,348,0
985,Movie 985,Crime,178000000,138,2022,9.2,285,1
986,Movie 986,Fantasy|Horror|Children,53000000,112,1991,7.1,156,0
987,Movie 987,Children|Thriller,31000000,163,1997,6.3,53,0
988,Movie 988,Horror|Thriller|Documentary,57000000,119,2000,5.1,201,1
989,Movie 989,Comedy|Animation|Sci-Fi,171000000,132,1991,6.2,206,0
990,Movie 990,Horror|Crime|Animation,18000000,171,2004,8.4,334,0
991,Movie 991,Adventure,159000000,158,2016,4.2,417,1
992,Movie 992,Animation|Horror|Documentary,137000000,112,2015,6.8,412,0
993,Movie 993,Drama|Thriller|Comedy,197000000,107,1994,7.8,180,1
994,Movie 994,Children|Comedy|Documentary,38000000,139,2022,8.3,290,0
995,Movie 995,Documentary|Crime|Action,2000000,114,2015,8.8,481,0
996,Movie 996,Children|Horror,164000000,123,1992,7.6,87,1
997,Movie 997,Adventure|Thriller|Sci-Fi,48000000,167,1999,4.7,107,0
998,Movie 998,Adventure|Documentary,40000000,156,2015,9.1,309,0
999,Movie 999,Thriller,179000000,133,2015,3.0,194,1
1000,Movie 1000,Animation|Children,189000000,155,2012,5.8,301,0
1001,Movie 1001,Comedy|Adventure,21000000,125,2007,7.0,43,0
1002,Movie 1002,Comedy|Drama|Sci-Fi,20000000,124,2011,9.6,427,0
1003,Movie 1003,Drama,152000000,97,1993,4.3,295,0
1004,Movie 1004,Thriller|Documentary|Horror,131000000,129,2011,6.4,241,0
1005,Movie 1005,Children,31000000,127,1994,8.1,107,0
1006,Movie 1006,Horror|Comedy|Action,35000000,173,1995,8.1,334,1
1007,Movie 1007,Documentary,32000000,115,1999,8.9,317,1
1008,Movie 1008,Animation|Comedy,145000000,162,2004,5.8,339,0
1009,Movie 1009,Horror|Animation|Comedy,194000000,147,1998,2.5,285,0
1010,Movie 1010,Action|Sci-Fi,121000000,127,2022,2.7,247,0
1011,Movie 1011,Thriller,77000000,150,1999,8.2,5,0
1012,Movie 1012,Comedy|Animation,148000000,117,2016,5.3,6,1
1013,Movie 1013,Sci-Fi|Horror,22000000,135,2018,8.5,343,1
1014,Movie 1014,Comedy,196000000,87,1997,8.7,170,0
1015,Movie 1015,Crime,63000000,168,1996,6.9,497,1
1016,Movie 1016,Comedy|Crime|Animation,182000000,108,1995,7.6,345,0
1017,Movie 1017,Adventure|Children,149000000,97,1993,6.7,160,0
1018,Movie 1018,Drama|Documentary,189000000,174,1999,4.2,378,0
1019,Movie 1019,Fantasy,172000000,99,2022,9.5,108,0
1020,Movie 1020,Fantasy,12000000,97,2001,2.8,233,0
1021,Movie 1021,Action,156000000,118,2007,4.0,108,0
1022,Movie 1022,Crime|Children,184000000,96,1995,5.4,352,0
1023,Movie 1023,Comedy,40000000,143,1995,2.3,461,1
1024,Movie 1024,Action|Crime,5000000,136,2007,6.9,287,1
1025,Movie 1025,Documentary,170000000,126,2011,8.9,253,0
1026,Movie 1026,Crime|Drama,181000000,135,2002,5.6,315,0
1027,Movie 1027,Children,163000000,125,2009,6.7,154,0
1028,Movie 1028,Drama,176000000,154,2017,8.7,366,0
1029,Movie 1029,Horror,114000000,147,2010,3.0,320,1
1030,Movie 1030,Horror|Documentary,85000000,118,2018,5.7,217,0
1031,Movie 1031,Action,73000000,94,2014,2.6,374,0
1032,Movie 1032,Animation,48000000,135,2012,4.5,67,1
1033,Movie 1033,Adventure,35000000,164,2021,9.3,45,1
1034,Movie 1034,Crime,165000000,95,2019,7.6,133,0
1035,Movie 1035,Drama,68000000,135,2019,2.5,453,0
1036,Movie 1036,Horror|Action,176000000,148,2014,3.9,491,0
1037,Movie 1037,Drama|Action,127000000,102,2017,5.0,203,0
1038,Movie 1038,Thriller,54000000,106,2008,5.7,63,0
1039,Movie 1039,Animation|Horror,195000000,143,1998,3.9,92,0
1040,Movie 1040,Drama|Documentary,55000000,161,2023,8.7,352,0
1041,Movie 1041,Horror|Adventure,34000000,150,1990,3.9,290,0
1042,Movie 1042,Animation|Children,16000000,135,1998,5.1,359,0
1043,Movie 1043,Fantasy,99000000,178,2002,7.8,256,0
1044,Movie 1044,Adventure,41000000,101,2008,7.3,409,1
1045,Movie 1045,Documentary,52000000,109,2020,7.1,356,1
1046,Movie 1046,Sci-Fi|Thriller|Animation,122000000,107,1998,4.6,78,0
1047,Movie 1047,Action|Horror|Fantasy,35000000,108,2018,3.5,3,0
1048,Movie 1048,Comedy,175000000,138,2002,2.1,68,1
1049,Movie 1049,Adventure|Documentary|Sci-Fi,129000000,85,2011,9.6,1,0
1050,Movie 1050,Crime|Animation,92000000,156,1992,2.8,295,1
1051,Movie 1051,Sci-Fi|Animation,196000000,140,2011,4.9,116,0
1052,Movie 1052,Sci-Fi,128000000,131,2016,3.0,393,0
1053,Movie 1053,Fantasy|Horror,132000000,105,2022,9.0,143,0
1054,Movie 1054,Crime|Horror|Children,42000000,162,2013,5.6,223,0
1055,Movie 1055,Thriller|Documentary|Adventure,161000000,112,2006,5.2,50,1
1056,Movie 1056,Crime|Sci-Fi|Fantasy,166000000,138,1997,3.8,229,0
1057,Movie 1057,Thriller|Action|Adventure,164000000,166,2002,3.4,218,0
1058,Movie 1058,Documentary|Comedy,185000000,106,1999,7.1,100,0
1059,Movie 1059,Action,41000000,130,2011,2.8,227,0
1060,Movie 1060,Action|Crime|Fantasy,187000000,168,2008,5.1,405,0
1061,Movie 1061,Drama|Children,9000000,143,2019,3.9,352,1
1062,Movie 1062,Children|Thriller,138000000,122,2013,2.9,407,0
1063,Movie 1063,Comedy|Fantasy,161000000,174,2021,4.4,130,0
1064,Movie 1064,Thriller,162000000,144,1995,7.6,89,1
1065,Movie 1065,Adventure,75000000,144,2021,7.2,351,0
1066,Movie 1066,Action|Children,36000000,85,2012,7.1,261,0
1067,Movie 1067,Sci-Fi,54000000,125,2005,2.2,330,0
1068,Movie 1068,Children|Documentary,10000000,161,2019,8.4,113,0
1069,Movie 1069,Comedy|Sci-Fi|Horror,187000000,117,2019,9.9,107,0
1070,Movie 1070,Adventure|Thriller|Fantasy,56000000,104,2005,4.3,21,0
1071,Movie 1071,Children|Adventure,78000000,95,2021,9.6,363,0
1072,Movie 1072,Drama|Documentary|Horror,168000000,138,2020,4.1,256,0
1073,Movie 1073,Drama,134000000,84,1992,2.3,176,0
1074,Movie 1074,Children,186000000,140,2005,8.8,79,0
1075,Movie 1075,Drama|Adventure|Horror,133000000,166,1995,4.8,244,0
1076,Movie 1076,Horror|Documentary,146000000,85,2003,6.2,465,0
1077,Movie 1077,Fantasy|Drama|Comedy,8000000,178,1993,7.8,96,0
1078,Movie 1078,Children|Adventure|Action,181000000,146,2009,4.8,68,0
1079,Movie 1079,Children,30000000,136,2012,4.7,20,0
1080,Movie 1080,Sci-Fi,175000000,123,2014,7.1,317,0
1081,Movie 1081,Fantasy|Crime,25000000,119,1998,3.9,473,0
1082,Movie 1082,Documentary,88000000,145,2014,3.0,200,0
1083,Movie 1083,Horror,1000000,166,2015,8.0,354,0
1084,Movie 1084,Documentary,19000000,102,1993,6.7,427,0
1085,Movie 1085,Children|Animation|Fantasy,139000000,143,2002,3.4,322,1
1086,Movie 1086,Action|Sci-Fi|Crime,176000000,140,2014,10.0,44,0
1087,Movie 1087,Horror,76000000,114,1999,6.9,91,0
1088,Movie 1088,Documentary,23000000,127,2011,2.5,230,0
1089,Movie 1089,Children,72000000,141,2005,3.6,183,1
1090,Movie 1090,Documentary|Fantasy|Adventure,178000000,128,1991,2.7,87,0
1091,Movie 1091,Sci-Fi,55000000,156,2021,9.8,134,1
1092,Movie 1092,Sci-Fi,158000000,89,2005,5.7,71,0
1093,Movie 1093,Comedy,141000000,153,2023,4.7,331,0
1094,Movie 1094,Children|Horror,13000000,152,2020,2.3,147,0
1095,Movie 1095,Documentary,47000000,83,1999,5.0,183,0
1096,Movie 1096,Thriller,46000000,172,1990,3.6,18,0
1097,Movie 1097,Documentary,136000000,151,2002,6.1,429,1
1098,Movie 1098,Drama,60000000,113,1990,2.9,432,0
1099,Movie 1099,Fantasy|Children|Documentary,113000000,105,2016,5.3,466,0
1100,Movie 1100,Animation|Thriller,22000000,84,1999,5.9,423,0
1101,Movie 1101,Comedy|Documentary,146000000,130,2018,9.6,139,1
1102,Movie 1102,Comedy|Action|Fantasy,135000000,89,2008,2.9,240,1
1103,Movie 1103,Adventure|Animation,162000000,145,1990,4.5,252,0
1104,Movie 1104,Crime|Action,139000000,141,1992,4.9,59,0
1105,Movie 1105,Thriller|Drama,177000000,151,2003,2.7,224,1
1106,Movie 1106,Children,22000000,122,2005,9.8,287,0
1107,Movie 1107,Fantasy,167000000,96,2006,4.8,192,0
1108,Movie 1108,Crime|Thriller,118000000,132,2016,6.9,447,0
1109,Movie 1109,Crime,83000000,113,2002,4.2,232,0
1110,Movie 1110,Crime|Action,141000000,81,1991,2.6,453,0
1111,Movie 1111,Drama|Horror|Action,158000000,131,2022,4.1,198,0
1112,Movie 1112,Sci-Fi|Adventure,120000000,104,2005,9.7,195,0
1113,Movie 1113,Fantasy,93000000,143,2003,9.8,260,0
1114,Movie 1114,Action|Drama|Fantasy,147000000,157,2007,7.3,371,0
1115,Movie 1115,Comedy|Action|Sci-Fi,79000000,107,1996,7.0,118,0
1116,Movie 1116,Fantasy|Action,176000000,162,1995,5.1,481,0
1117,Movie 1117,Fantasy,26000000,153,1996,3.0,101,0
1118,Movie 1118,Fantasy|Animation|Adventure,29000000,166,2007,6.5,201,0
1119,Movie 1119,Children|Horror|Adventure,157000000,135,2014,8.2,269,0
1120,Movie 1120,Crime,70000000,100,2023,6.7,206,0
1121,Movie 1121,Action,39000000,130,2003,6.2,430,1
1122,Movie 1122,Sci-Fi,51000000,139,1996,9.7,83,0
1123,Movie 1123,Horror|Thriller,63000000,139,2019,2.8,93,0
1124,Movie 1124,Documentary|Sci-Fi,195000000,86,1995,5.7,302,0
1125,Movie 1125,Crime,153000000,146,2022,6.7,316,0
1126,Movie 1126,Horror|Animation|Sci-Fi,91000000,131,1993,9.5,390,0
1127,Movie 1127,Horror|Action|Comedy,71000000,169,2021,6.8,489,0
1128,Movie 1128,Fantasy,156000000,104,2019,3.6,356,0
1129,Movie 1129,Animation,5000000,140,2002,4.4,78,0
1130,Movie 1130,Comedy|Fantasy|Drama,137000000,112,1999,6.5,106,1
1131,Movie 1131,Comedy|Horror|Crime,39000000,90,2002,4.6,290,0
1132,Movie 1132,Action,189000000,117,1994,7.0,344,0
1133,Movie 1133,Horror|Documentary|Children,186000000,148,2018,4.4,477,0
1134,Movie 1134,Horror,139000000,111,2017,3.2,207,0
1135,Movie 1135,Documentary|Sci-Fi|Comedy,142000000,145,2003,8.6,226,0
1136,Movie 1136,Documentary|Animation|Sci-Fi,167000000,100,1994,5.0,413,1
1137,Movie 1137,Crime,38000000,146,2003,8.9,434,0
1138,Movie 1138,Fantasy,7000000,148,2002,9.8,216,1
1139,Movie 1139,Children|Adventure,167000000,109,2003,2.3,21,0
1140,Movie 1140,Fantasy|Children,114000000,154,2022,7.1,117,1
1141,Movie 1141,Fantasy,161000000,142,1990,3.3,416,0
1142,Movie 1142,Thriller|Action|Crime,40000000,154,1995,5.8,446,1
1143,Movie 1143,Adventure|Horror,122000000,159,1995,3.6,188,0
1144,Movie 1144,Children,100000000,142,2018,3.2,380,0
1145,Movie 1145,Documentary|Comedy|Action,107000000,143,1991,7.0,338,0
1146,Movie 1146,Horror|Animation,154000000,94,1998,7.7,438,1
1147,Movie 1147,Crime,191000000,95,2008,6.8,129,0
1148,Movie 1148,Children|Crime,187000000,175,2012,4.8,179,1
1149,Movie 1149,Horror,19000000,82,2019,7.7,461,0
1150,Movie 1150,Drama|Crime,133000000,154,1992,6.2,6,0
1151,Movie 1151,Horror,6000000,101,1997,3.5,24,0
1152,Movie 1152,Sci-Fi,43000000,160,2008,8.8,310,1
1153,Movie 1153,Documentary,83000000,131,2002,9.9,349,0
1154,Movie 1154,Drama|Thriller,27000000,169,2001,8.2,264,1
1155,Movie 1155,Documentary|Drama|Fantasy,155000000,145,2022,8.5,100,0
1156,Movie 1156,Children|Thriller|Drama,12000000,171,2024,3.5,479,1
1157,Movie 1157,Horror,114000000,84,2004,5.9,58,0
1158,Movie 1158,Thriller|Children|Animation,156000000,120,2003,5.4,366,0
1159,Movie 1159,Children,101000000,111,2004,9.0,484,0
1160,Movie 1160,Documentary|Children,13000000,105,1992,3.3,238,0
1161,Movie 1161,Children,182000000,94,2012,6.6,293,0
1162,Movie 1162,Crime|Fantasy,108000000,158,2023,9.8,384,1
1163,Movie 1163,Documentary|Crime,31000000,166,1996,7.6,253,1
1164,Movie 1164,Action|Children,60000000,165,1997,5.0,356,0
1165,Movie 1165,Horror|Animation,89000000,85,2011,4.4,53,0
1166,Movie 1166,Fantasy|Sci-Fi,172000000,103,1998,3.7,471,1
1167,Movie 1167,Adventure|Children|Action,102000000,168,2023,7.1,320,0
1168,Movie 1168,Crime,156000000,139,2007,8.3,467,0
1169,Movie 1169,Documentary|Drama|Horror,30000000,167,2011,4.8,65,1
1170,Movie 1170,Children|Crime|Documentary,67000000,121,2009,6.4,126,0
1171,Movie 1171,Sci-Fi|Action|Crime,131000000,161,1998,7.2,356,0
1172,Movie 1172,Crime,55000000,175,2022,2.9,361,1
1173,Movie 1173,Adventure|Documentary,156000000,111,1991,4.9,195,0
1174,Movie 1174,Children,71000000,154,2008,9.1,352,0
1175,Movie 1175,Comedy|Children|Drama,80000000,149,2022,4.9,138,1
1176,Movie 1176,Adventure|Fantasy,14000000,175,2013,7.7,380,1
1177,Movie 1177,Children|Sci-Fi|Adventure,80000000,102,2013,7.4,265,0
1178,Movie 1178,Drama|Thriller|Comedy,111000000,157,2001,2.0,14,0
1179,Movie 1179,Animation|Comedy,125000000,145,1998,3.9,196,0
1180,Movie 1180,Horror|Documentary,132000000,147,2002,6.7,258,0
1181,Movie 1181,Documentary,62000000,106,2016,4.1,199,0
1182,Movie 1182,Comedy,8000000,93,2011,7.8,75,0
1183,Movie 1183,Horror|Fantasy,180000000,111,1999,2.2,302,0
1184,Movie 1184,Drama|Sci-Fi|Children,122000000,122,2010,9.4,273,0
1185,Movie 1185,Sci-Fi|Thriller,66000000,134,2013,4.1,483,1
1186,Movie 1186,Action|Horror,105000000,125,2009,3.6,133,1
1187,Movie 1187,Horror,2000000,173,2010,8.2,430,0
1188,Movie 1188,Animation|Adventure,42000000,150,2017,9.2,394,0
1189,Movie 1189,Animation|Fantasy,161000000,159,1995,2.4,229,0
1190,Movie 1190,Thriller|Drama|Sci-Fi,105000000,133,1998,2.3,294,0
1191,Movie 1191,Comedy|Sci-Fi|Horror,97000000,148,2016,3.5,51,0
1192,Movie 1192,Action|Drama|Thriller,80000000,125,2004,7.5,383,0
1193,Movie 1193,Drama|Fantasy|Documentary,106000000,174,2002,4.1,11,0
1194,Movie 1194,Children|Documentary,33000000,100,2020,3.3,378,0
1195,Movie 1195,Documentary,145000000,97,1994,3.8,306,1
1196,Movie 1196,Horror,174000000,89,2015,3.3,135,0
1197,Movie 1197,Animation|Drama,10000000,177,1992,4.0,478,0
1198,Movie 1198,Children,114000000,92,1996,4.8,21,1
1199,Movie 1199,Documentary|Children,41000000,121,2014,6.2,213,0
1200,Movie 1200,Fantasy,102000000,156,2007,9.0,400,0
1201,Movie 1201,Horror,74000000,101,2019,9.5,27,0
1202,Movie 1202,Horror,94000000,112,1993,2.7,455,0
1203,Movie 1203,Animation|Action,116000000,117,2005,5.4,464,0
1204,Movie 1204,Adventure|Horror,23000000,119,2016,3.3,487,0
1205,Movie 1205,Comedy,190000000,145,2016,4.6,332,0
1206,Movie 1206,Documentary|Action|Fantasy,74000000,110,1995,7.5,490,0
1207,Movie 1207,Animation,17000000,128,1995,7.2,276,0
1208,Movie 1208,Documentary,31000000,159,2005,6.9,217,0
1209,Movie 1209,Fantasy|Adventure,158000000,120,2002,6.5,333,0
1210,Movie 1210,Animation|Crime|Action,8000000,101,2010,4.0,241,0
1211,Movie 1211,Animation|Drama,136000000,176,1990,6.0,345,1
1212,Movie 1212,Sci-Fi,177000000,179,2009,8.6,30,0
1213,Movie 1213,Adventure,162000000,99,1999,4.9,290,0
1214,Movie 1214,Fantasy|Horror,44000000,98,1991,4.3,437,0
1215,Movie 1215,Horror|Action,176000000,135,2019,8.7,324,0
1216,Movie 1216,Horror,125000000,124,1991,5.5,10,0
1217,Movie 1217,Children|Comedy|Horror,96000000,84,2016,6.0,306,0
1218,Movie 1218,Crime,40000000,160,2011,8.3,387,0
1219,Movie 1219,Crime|Comedy|Sci-Fi,159000000,108,1990,4.2,400,0
1220,Movie 1220,Action,185000000,105,2011,5.8,380,0
1221,Movie 1221,Horror,141000000,153,2012,5.8,352,0
1222,Movie 1222,Fantasy,166000000,101,2000,8.1,129,0
1223,Movie 1223,Action,69000000,145,2010,4.7,143,0
1224,Movie 1224,Animation,123000000,118,2023,8.0,176,0
1225,Movie 1225,Children|Thriller,64000000,134,1993,2.6,58,0
1226,Movie 1226,Documentary|Drama|Animation,103000000,138,2014,9.9,299,0
1227,Movie 1227,Thriller|Children|Crime,68000000,157,1998,7.1,91,0
1228,Movie 1228,Horror,80000000,107,1996,8.9,14,0
1229,Movie 1229,Drama,43000000,103,2004,9.4,467,0
1230,Movie 1230,Drama|Comedy,11000000,177,2007,7.6,399,0
1231,Movie 1231,Horror,122000000,140,2002,9.8,149,0
1232,Movie 1232,Documentary|Thriller,56000000,94,2007,4.9,284,0
1233,Movie 1233,Documentary|Animation,43000000,167,2009,6.8,365,1
1234,Movie 1234,Horror|Children|Action,50000000,133,2000,5.1,78,0
1235,Movie 1235,Children,6000000,99,2019,6.8,409,0
1236,Movie 1236,Action,175000000,102,1999,7.4,53,0
1237,Movie 1237,Action|Thriller,77000000,127,1990,7.4,346,1
1238,Movie 1238,Children|Crime,177000000,114,1991,7.3,407,1
1239,Movie 1239,Fantasy,93000000,150,2018,9.1,428,0
1240,Movie 1240,Animation|Thriller,66000000,163,2005,3.0,95,0
1241,Movie 1241,Thriller,5000000,106,2016,5.9,205,0
1242,Movie 1242,Fantasy|Crime|Horror,86000000,160,1992,9.6,365,0
1243,Movie 1243,Fantasy,18000000,92,2024,8.3,185,0
1244,Movie 1244,Documentary,104000000,90,1998,7.7,336,1
1245,Movie 1245,Sci-Fi,140000000,100,1995,6.1,279,0
1246,Movie 1246,Comedy|Documentary|Action,6000000,103,1997,8.7,68,0
1247,Movie 1247,Children|Crime,68000000,95,1998,3.4,324,1
1248,Movie 1248,Thriller|Action|Crime,195000000,138,2018,3.9,108,0
1249,Movie 1249,Drama,195000000,107,2023,6.0,320,1
1250,Movie 1250,Fantasy|Thriller,96000000,94,2011,9.1,115,0
1251,Movie 1251,Thriller,189000000,85,2001,2.7,107,0
1252,Movie 1252,Thriller|Fantasy,169000000,98,1990,8.1,397,0
1253,Movie 1253,Sci-Fi|Thriller|Drama,97000000,100,1994,8.0,101,0
1254,Movie 1254,Drama,52000000,160,2005,6.7,467,0
1255,Movie 1255,Crime|Adventure,83000000,151,2020,5.3,242,0
1256,Movie 1256,Children,164000000,173,2010,2.5,159,1
1257,Movie 1257,Documentary|Crime|Drama,143000000,131,1991,4.1,310,1
1258,Movie 1258,Thriller,184000000,150,2001,2.8,434,0
1259,Movie 1259,Horror|Adventure|Animation,12000000,115,2018,9.3,187,1
1260,Movie 1260,Comedy|Action,63000000,95,2008,4.1,183,0
1261,Movie 1261,Documentary,169000000,119,2012,9.6,431,1
1262,Movie 1262,Children,27000000,168,2011,2.9,204,0
1263,Movie 1263,Action|Adventure|Animation,120000000,91,1999,3.2,352,0
1264,Movie 1264,Thriller|Crime|Animation,157000000,131,2005,2.3,8,0
1265,Movie 1265,Thriller|Horror|Comedy,112000000,142,2020,9.7,468,0
1266,Movie 1266,Children|Horror,54000000,115,2021,5.2,208,1
1267,Movie 1267,Crime|Documentary|Comedy,121000000,119,2019,2.3,368,0
1268,Movie 1268,Comedy|Fantasy,40000000,114,1997,8.4,425,0
1269,Movie 1269,Documentary|Animation,8000000,118,2007,8.6,190,0
1270,Movie 1270,Action,55000000,129,2022,2.9,47,0
1271,Movie 1271,Horror,70000000,93,2008,9.2,404,0
1272,Movie 1272,Drama|Children,157000000,146,2000,4.7,171,0
1273,Movie 1273,Documentary,24000000,126,2015,3.7,229,0
1274,Movie 1274,Horror|Adventure,139000000,149,1991,8.1,224,0
1275,Movie 1275,Adventure|Sci-Fi,133000000,176,2022,8.5,481,0
1276,Movie 1276,Children,118000000,86,2008,7.6,177,0
1277,Movie 1277,Children|Crime|Documentary,198000000,153,2020,8.2,307,1
1278,Movie 1278,Documentary|Horror,176000000,157,2007,5.1,95,1
1279,Movie 1279,Crime|Sci-Fi,88000000,115,1997,6.5,197,1
1280,Movie 1280,Children,85000000,172,2016,7.5,126,0
1281,Movie 1281,Documentary|Thriller|Adventure,50000000,84,2004,8.0,345,0
1282,Movie 1282,Adventure,43000000,118,2012,4.0,314,0
1283,Movie 1283,Fantasy|Children|Horror,88000000,88,2011,8.7,444,0
1284,Movie 1284,Adventure|Comedy|Sci-Fi,148000000,87,2011,2.3,204,0
1285,Movie 1285,Crime|Action|Children,137000000,127,1991,8.3,278,0
1286,Movie 1286,Action,42000000,171,2018,3.5,447,0
1287,Movie 1287,Fantasy|Action,77000000,96,2014,5.0,353,0
1288,Movie 1288,Fantasy|Animation|Documentary,34000000,123,1990,2.9,393,0
1289,Movie 1289,Horror|Adventure|Crime,109000000,169,2012,5.0,89,0
1290,Movie 1290,Adventure|Children,186000000,121,2001,8.5,95,1
1291,Movie 1291,Thriller,164000000,135,2018,7.1,323,0
1292,Movie 1292,Thriller,111000000,105,2020,5.8,308,0
1293,Movie 1293,Comedy|Sci-Fi|Adventure,188000000,113,1996,6.1,200,0
1294,Movie 1294,Documentary|Fantasy,188000000,167,2010,2.1,153,0
1295,Movie 1295,Sci-Fi,62000000,125,2003,9.7,5,0
1296,Movie 1296,Horror|Fantasy|Animation,80000000,93,2024,6.9,482,0
1297,Movie 1297,Adventure|Thriller|Drama,136000000,177,1998,8.2,455,1
